Success State,Session Length,Player Type,Percentage Robbers Tagged,Times Sped Up,Percentage Diamonds Collected,Times Hidden,Difficulty Evaluation
0,6.1588640294322765,1,100.0,0,43.0,8,Easier
1,17.43500772738838,0,100.0,9,9.0,0,Harder
0,130.66230776157747,0,36.0,12,100.0,0,Easier
1,1.933380637564781,1,0.0,0,100.0,0,Harder
1,49.658700526394576,0,100.0,13,18.0,0,Harder
1,143.92129268143293,0,100.0,14,29.0,0,Same
0,162.96584414207396,1,100.0,0,25.0,6,Easier
0,2.4555687911450197,1,100.0,0,49.0,14,Easier
0,112.20850607812586,1,100.0,0,70.0,1,Easier
0,131.76009189088555,0,90.0,13,100.0,0,Easier
1,102.77603697177113,1,0.0,0,100.0,6,Harder
1,2.7432854629352943,1,0.0,0,100.0,10,Harder
0,133.91527783235242,0,55.0,12,100.0,0,Easier
0,171.02049440981594,0,95.0,12,100.0,0,Easier
0,149.2100473536228,0,71.0,11,100.0,0,Easier
0,30.290730839674794,0,97.0,12,100.0,0,Easier
1,92.79540323144604,0,100.0,1,3.0,0,Harder
1,46.14376362524441,0,100.0,10,26.0,0,Harder
0,51.61247210524755,1,100.0,0,73.0,13,Easier
0,28.165549043348268,1,100.0,0,12.0,3,Easier
1,61.72550534824295,0,100.0,2,51.0,0,Harder
1,18.34854781107326,1,0.0,0,100.0,3,Harder
1,37.019042432790876,1,0.0,0,100.0,8,Harder
1,19.184572504489033,0,100.0,7,69.0,0,Harder
1,176.5459444192179,1,0.0,0,100.0,8,Harder
0,81.63019126251768,1,100.0,0,9.0,9,Easier
1,116.84399038428091,0,100.0,3,23.0,0,Harder
0,79.27398157433154,0,68.0,3,100.0,0,Easier
0,166.06296305953109,0,61.0,2,100.0,0,Easier
0,122.73827773123749,1,100.0,0,74.0,8,Easier
1,137.9588870160256,1,0.0,0,100.0,6,Harder
1,14.504779539165874,0,100.0,5,14.0,0,Harder
0,5.872300186385089,0,32.0,0,100.0,0,Easier
0,68.99033559851773,0,80.0,7,100.0,0,Easier
0,92.29221874377758,0,75.0,14,100.0,0,Easier
1,98.26303261397969,0,100.0,14,82.0,0,Easier
0,39.011717006751525,1,100.0,0,46.0,8,Easier
0,59.77086043772916,1,100.0,0,62.0,9,Easier
1,106.66409640066823,1,0.0,0,100.0,11,Same
1,56.89589509614653,1,0.0,0,100.0,3,Harder
0,40.08603769060514,1,100.0,0,78.0,3,Same
1,140.38161705409297,0,100.0,14,30.0,0,Same
0,43.141714612573125,0,76.0,3,100.0,0,Same
1,123.21612259844298,1,0.0,0,100.0,9,Harder
1,8.300654393651625,0,100.0,10,29.0,0,Harder
0,98.82085575963984,0,27.0,0,100.0,0,Easier
1,144.54671485406536,0,100.0,0,35.0,0,Harder
1,51.19529178496686,1,0.0,0,100.0,2,Harder
1,3.798534829177347,1,0.0,0,100.0,6,Harder
0,4.318505068395478,0,91.0,2,100.0,0,Same
1,165.27134994810555,0,100.0,4,64.0,0,Same
0,161.5695159017251,0,75.0,7,100.0,0,Easier
0,30.421681230184035,0,68.0,7,100.0,0,Easier
1,37.24041060764029,0,100.0,8,13.0,0,Harder
1,161.7792459088138,0,100.0,7,82.0,0,Easier
0,113.97183032111187,1,100.0,0,10.0,5,Easier
0,77.27298559512452,1,100.0,0,61.0,5,Easier
1,104.23096169393868,0,100.0,8,18.0,0,Harder
1,158.98725183981193,0,100.0,1,13.0,0,Harder
1,116.58152307277732,1,0.0,0,100.0,7,Harder
0,6.367987935393358,0,82.0,14,100.0,0,Easier
0,15.488847520261277,1,100.0,0,38.0,9,Easier
1,36.205460067838025,1,0.0,0,100.0,12,Harder
0,44.93243796675772,0,62.0,8,100.0,0,Easier
0,144.03011945701616,1,100.0,0,63.0,10,Easier
1,123.34052664859348,0,100.0,6,18.0,0,Harder
1,130.04167215740054,1,0.0,0,100.0,10,Same
1,178.15535953214714,1,0.0,0,100.0,3,Harder
0,23.337530470835805,1,100.0,0,49.0,1,Easier
1,30.94090769135114,0,100.0,15,57.0,0,Harder
1,101.05389721631899,0,100.0,12,8.0,0,Same
1,31.450812004989746,0,100.0,3,99.0,0,Harder
0,42.61871540885654,0,56.0,12,100.0,0,Easier
0,156.6887372087143,0,17.0,0,100.0,0,Easier
1,81.30664038606106,0,100.0,8,44.0,0,Harder
1,71.95659615594009,1,0.0,0,100.0,0,Harder
1,13.976531472513592,0,100.0,6,80.0,0,Harder
0,149.5438759653742,0,33.0,0,100.0,0,Easier
1,112.47624442674272,0,100.0,5,31.0,0,Harder
0,122.16705501059924,1,100.0,0,49.0,10,Easier
0,4.576119390906824,0,7.0,4,100.0,0,Easier
0,8.890564723007984,0,25.0,1,100.0,0,Easier
1,47.22096610731816,1,0.0,0,100.0,2,Harder
0,160.46970749776003,0,49.0,15,100.0,0,Easier
0,33.37692713668927,0,24.0,14,100.0,0,Easier
0,123.13170939732443,1,100.0,0,93.0,11,Easier
0,4.7029927272345855,1,100.0,0,57.0,10,Easier
1,69.05851741913678,0,100.0,15,75.0,0,Easier
0,117.70143898420056,0,88.0,15,100.0,0,Easier
0,159.7283432828433,0,52.0,3,100.0,0,Easier
0,69.29238106177479,0,61.0,4,100.0,0,Easier
1,87.65198685258595,0,100.0,5,99.0,0,Harder
0,100.10402860251489,0,56.0,13,100.0,0,Easier
1,164.81078405092308,0,100.0,6,90.0,0,Easier
0,17.21003479683401,1,100.0,0,9.0,4,Easier
1,113.08996329206859,1,0.0,0,100.0,5,Harder
0,167.6604936990365,1,100.0,0,20.0,8,Easier
1,55.29960313251388,1,0.0,0,100.0,1,Harder
0,27.88724917446746,0,20.0,11,100.0,0,Easier
1,11.9390876101656,0,100.0,5,91.0,0,Harder
0,94.13366453976302,0,54.0,11,100.0,0,Easier
0,159.92497716154304,0,37.0,10,100.0,0,Easier
1,147.89991655471934,0,100.0,12,41.0,0,Easier
0,115.43614029389073,0,0.0,15,100.0,0,Easier
1,95.3917838141351,1,0.0,0,100.0,5,Harder
1,102.30258920739394,0,100.0,7,35.0,0,Harder
0,147.11767953907744,0,22.0,7,100.0,0,Easier
1,79.38319179916864,1,0.0,0,100.0,7,Harder
0,34.183292862444496,0,91.0,8,100.0,0,Easier
1,125.31999202161867,1,0.0,0,100.0,13,Same
0,151.89288154420944,1,100.0,0,81.0,0,Easier
0,32.94683391617692,1,100.0,0,94.0,7,Easier
1,4.333924829705227,1,0.0,0,100.0,14,Harder
0,154.97159444745546,0,72.0,15,100.0,0,Easier
0,113.76474151672085,0,41.0,12,100.0,0,Easier
1,131.14572795229793,1,0.0,0,100.0,14,Same
1,166.54191484139926,0,100.0,12,45.0,0,Easier
0,107.60795120908605,1,100.0,0,88.0,15,Easier
1,126.80053057784474,1,0.0,0,100.0,1,Harder
0,5.346015688906864,1,100.0,0,70.0,6,Easier
1,16.176656189443978,1,0.0,0,100.0,10,Harder
0,165.9160416817146,1,100.0,0,45.0,1,Easier
1,19.548764066873538,1,0.0,0,100.0,14,Harder
0,160.12097199049327,1,100.0,0,91.0,13,Easier
1,88.61679254657082,0,100.0,11,49.0,0,Same
0,59.767047218145194,1,100.0,0,91.0,2,Same
0,88.51702168991346,0,59.0,15,100.0,0,Easier
1,177.96689759600707,1,0.0,0,100.0,6,Harder
0,10.684474699112727,1,100.0,0,31.0,8,Easier
1,172.32656280533084,0,100.0,10,18.0,0,Same
1,110.341999598451,0,100.0,11,60.0,0,Easier
1,175.16003936420137,1,0.0,0,100.0,11,Same
0,131.61765879387139,1,100.0,0,15.0,12,Easier
0,147.9451409135543,1,100.0,0,13.0,15,Easier
1,148.45686382026955,0,100.0,3,80.0,0,Same
0,15.783525264951654,1,100.0,0,9.0,4,Easier
0,102.23662731912066,0,25.0,1,100.0,0,Easier
1,175.08656705084644,1,0.0,0,100.0,2,Harder
0,149.7824846285035,1,100.0,0,53.0,14,Easier
1,42.27834432810846,0,100.0,3,88.0,0,Harder
1,159.6185852753547,1,0.0,0,100.0,3,Harder
1,152.69363786619823,0,100.0,10,64.0,0,Easier
0,53.010092769779874,1,100.0,0,93.0,3,Same
1,0.7207617149189605,1,0.0,0,100.0,12,Harder
0,24.48823358807234,1,100.0,0,31.0,13,Easier
0,19.64410168846898,0,76.0,7,100.0,0,Easier
1,45.961941716947884,1,0.0,0,100.0,3,Harder
1,168.53841901085633,0,100.0,13,26.0,0,Same
1,51.76093909122173,1,0.0,0,100.0,8,Harder
0,1.5737026943397492,0,4.0,1,100.0,0,Easier
1,104.01100322559164,1,0.0,0,100.0,2,Harder
0,160.62836914785035,0,61.0,9,100.0,0,Easier
1,143.8059308803996,0,100.0,6,11.0,0,Harder
0,47.82904787331654,0,13.0,12,100.0,0,Easier
1,65.24073210910888,1,0.0,0,100.0,9,Harder
0,63.856786724746115,0,65.0,5,100.0,0,Easier
1,71.79311334090123,0,100.0,6,69.0,0,Same
1,88.31434536151623,1,0.0,0,100.0,7,Harder
1,51.12492948459782,1,0.0,0,100.0,10,Harder
0,27.07510788578454,1,100.0,0,47.0,14,Easier
1,74.35942804149926,0,100.0,15,30.0,0,Harder
0,53.214788342097094,0,4.0,8,100.0,0,Easier
1,46.52233799648586,0,100.0,7,15.0,0,Harder
0,14.709509005697669,1,100.0,0,30.0,0,Easier
1,73.16971558547446,0,100.0,1,53.0,0,Harder
1,121.1513048439012,1,0.0,0,100.0,8,Harder
0,164.8552505885241,0,39.0,5,100.0,0,Easier
0,51.9739857639302,0,9.0,9,100.0,0,Easier
1,100.35922129873889,1,0.0,0,100.0,10,Same
0,145.78058867594112,0,6.0,11,100.0,0,Easier
1,168.92214061490733,0,100.0,15,1.0,0,Same
1,6.496325707242128,0,100.0,8,97.0,0,Harder
1,52.88887927779785,1,0.0,0,100.0,2,Harder
0,89.73147038123804,1,100.0,0,33.0,13,Easier
0,11.95342776727581,1,100.0,0,74.0,10,Easier
1,153.75147144564068,1,0.0,0,100.0,0,Harder
0,42.1724602829422,1,100.0,0,16.0,1,Easier
0,99.00662674705777,1,100.0,0,67.0,10,Easier
1,50.180304110047125,0,100.0,8,85.0,0,Harder
0,56.38800096523979,1,100.0,0,92.0,5,Same
1,43.71224962546252,0,100.0,10,19.0,0,Harder
0,34.39342631754285,1,100.0,0,4.0,4,Easier
1,19.698164445002764,1,0.0,0,100.0,7,Harder
0,87.74905467487861,1,100.0,0,88.0,5,Easier
1,128.53777145553676,0,100.0,15,13.0,0,Same
0,32.53914944876996,0,51.0,5,100.0,0,Easier
0,64.86527621433027,1,100.0,0,61.0,7,Easier
0,50.458448923752215,0,99.0,1,100.0,0,Same
0,136.97300543295933,1,100.0,0,98.0,7,Easier
1,137.916869178756,0,100.0,13,40.0,0,Same
0,19.48326040780674,1,100.0,0,63.0,13,Easier
0,32.2753896338168,0,55.0,7,100.0,0,Easier
0,27.163742211673373,1,100.0,0,79.0,12,Easier
0,40.1441654398495,0,37.0,0,100.0,0,Easier
0,26.948587475432863,1,100.0,0,37.0,11,Easier
1,177.02365385965172,1,0.0,0,100.0,4,Harder
0,103.7146016258912,1,100.0,0,81.0,6,Easier
0,28.06745544636556,1,100.0,0,46.0,8,Easier
1,120.96134602141632,1,0.0,0,100.0,3,Harder
1,100.66651864302104,0,100.0,15,1.0,0,Same
1,115.98815397576675,1,0.0,0,100.0,9,Harder
1,157.94163609641967,1,0.0,0,100.0,4,Harder
0,92.98865703630354,1,100.0,0,83.0,13,Easier
1,63.93343241340883,0,100.0,13,79.0,0,Easier
0,118.43088077757531,0,85.0,3,100.0,0,Easier
0,92.09072705145098,0,37.0,12,100.0,0,Easier
1,83.55912090724449,1,0.0,0,100.0,12,Harder
1,75.6193661630622,0,100.0,0,2.0,0,Harder
1,134.78440733691633,1,0.0,0,100.0,12,Same
0,150.6209171431601,0,39.0,2,100.0,0,Easier
1,24.448158162766994,1,0.0,0,100.0,9,Harder
1,169.9133254663403,1,0.0,0,100.0,9,Harder
0,30.090348655735507,0,71.0,4,100.0,0,Same
0,46.11907360968053,0,6.0,4,100.0,0,Easier
0,169.04884508646913,0,80.0,11,100.0,0,Easier
0,83.30797132737203,0,71.0,2,100.0,0,Easier
0,61.502587090306484,0,86.0,3,100.0,0,Easier
0,45.569759340428305,0,97.0,6,100.0,0,Easier
0,99.96351774698095,0,76.0,2,100.0,0,Easier
0,115.18571632638562,0,81.0,0,100.0,0,Easier
0,23.552182447273008,1,100.0,0,34.0,11,Easier
0,12.469376811875474,1,100.0,0,70.0,4,Same
1,146.74055956459534,0,100.0,3,98.0,0,Same
1,75.97077969705323,1,0.0,0,100.0,8,Harder
0,120.53434387437348,0,20.0,3,100.0,0,Easier
1,37.571109555557456,0,100.0,15,45.0,0,Harder
0,23.849843785988824,0,92.0,8,100.0,0,Easier
1,28.492195024468103,0,100.0,9,97.0,0,Harder
1,74.92797264879555,1,0.0,0,100.0,7,Harder
0,6.281874035510448,1,100.0,0,49.0,8,Easier
0,46.92810481922822,1,100.0,0,21.0,1,Easier
1,84.72613411570197,1,0.0,0,100.0,12,Harder
1,12.773331807835532,0,100.0,6,35.0,0,Harder
1,47.6209174081283,1,0.0,0,100.0,4,Harder
0,100.42932765105967,1,100.0,0,13.0,4,Easier
0,49.76068149127057,1,100.0,0,59.0,2,Easier
1,104.30286918327192,0,100.0,2,8.0,0,Harder
1,133.36188614955654,0,100.0,0,75.0,0,Same
0,159.82561554524275,0,98.0,6,100.0,0,Easier
0,144.60185489159343,1,100.0,0,90.0,5,Easier
0,91.47236404412678,0,43.0,3,100.0,0,Easier
1,70.71332069257177,0,100.0,11,37.0,0,Harder
1,175.55676981168153,1,0.0,0,100.0,5,Harder
0,18.81841202349586,1,100.0,0,5.0,15,Easier
0,1.2647620127647352,0,86.0,8,100.0,0,Easier
0,175.60612374558724,0,58.0,3,100.0,0,Easier
0,8.471847843492252,1,100.0,0,10.0,8,Easier
0,80.30987354948306,1,100.0,0,87.0,15,Easier
0,161.09862215974408,1,100.0,0,94.0,10,Easier
0,78.332711140987,1,100.0,0,68.0,0,Easier
1,51.27123912075803,0,100.0,6,88.0,0,Harder
0,68.61265287756568,1,100.0,0,96.0,15,Easier
1,152.6313679897125,0,100.0,10,0.0,0,Same
1,121.06561026112007,0,100.0,8,31.0,0,Harder
0,126.5014948160022,1,100.0,0,47.0,4,Easier
0,5.660832423585891,1,100.0,0,38.0,5,Easier
1,166.43029121111914,1,0.0,0,100.0,3,Harder
0,86.63345005153039,0,80.0,8,100.0,0,Easier
1,19.601242411050666,0,100.0,4,57.0,0,Harder
1,85.92225169062462,0,100.0,4,30.0,0,Harder
1,82.38593568104976,1,0.0,0,100.0,5,Harder
1,60.59804084289018,1,0.0,0,100.0,13,Harder
0,21.716001204034473,1,100.0,0,97.0,4,Same
0,131.67354791728644,1,100.0,0,9.0,4,Easier
0,34.45001540541997,1,100.0,0,68.0,5,Same
0,24.94859652956705,0,32.0,7,100.0,0,Easier
0,14.628474054567848,1,100.0,0,64.0,14,Easier
1,81.10513856810303,0,100.0,12,16.0,0,Harder
1,145.09221974269096,1,0.0,0,100.0,14,Same
0,133.50311205095525,1,100.0,0,96.0,10,Easier
1,58.54726887441783,0,100.0,3,79.0,0,Harder
1,126.63232614835634,1,0.0,0,100.0,5,Harder
0,56.870871444661816,0,34.0,7,100.0,0,Easier
1,125.38086564108862,0,100.0,13,71.0,0,Easier
0,120.0113002847839,0,23.0,3,100.0,0,Easier
1,144.5613014199867,0,100.0,11,27.0,0,Same
0,20.51757225891859,0,36.0,9,100.0,0,Easier
1,162.4494610760675,0,100.0,10,47.0,0,Easier
1,121.22599820774133,0,100.0,6,2.0,0,Harder
1,129.0886970886206,1,0.0,0,100.0,0,Harder
0,58.49355800713145,0,87.0,15,100.0,0,Easier
1,149.51544566445278,1,0.0,0,100.0,2,Harder
1,61.77789383848962,0,100.0,11,19.0,0,Harder
0,19.577045284823466,0,6.0,1,100.0,0,Easier
1,40.874794283927415,0,100.0,9,46.0,0,Harder
1,55.225480562412585,1,0.0,0,100.0,14,Harder
0,2.357322617170712,0,82.0,9,100.0,0,Easier
1,19.730832701071694,0,100.0,4,68.0,0,Harder
1,3.452733164300963,0,100.0,0,93.0,0,Harder
0,9.121317757695277,1,100.0,0,79.0,9,Easier
0,96.95296932397567,0,6.0,2,100.0,0,Easier
0,116.71307074194219,0,9.0,9,100.0,0,Easier
0,18.47016020506771,0,26.0,7,100.0,0,Easier
1,157.21400621466827,0,100.0,1,19.0,0,Harder
0,30.648309889434515,0,55.0,5,100.0,0,Easier
1,7.5804853757190145,0,100.0,9,4.0,0,Harder
1,16.143740314560016,0,100.0,0,73.0,0,Harder
1,143.7647327800213,0,100.0,12,38.0,0,Same
1,134.3411104540868,1,0.0,0,100.0,1,Harder
0,132.4402006240098,1,100.0,0,50.0,15,Easier
0,0.9791997486842319,0,14.0,6,100.0,0,Easier
0,54.10180290052433,1,100.0,0,93.0,10,Easier
1,6.910532137035741,1,0.0,0,100.0,15,Harder
1,98.88868747147836,1,0.0,0,100.0,4,Harder
1,81.72214237815476,0,100.0,7,71.0,0,Same
1,60.296558767438746,1,0.0,0,100.0,11,Harder
0,96.12666090769805,0,3.0,14,100.0,0,Easier
0,78.21593902345506,0,68.0,8,100.0,0,Easier
0,23.950585814600757,1,100.0,0,87.0,13,Easier
0,27.731380224571385,0,16.0,8,100.0,0,Easier
0,91.3362068880767,1,100.0,0,92.0,8,Easier
1,2.029114410140125,1,0.0,0,100.0,2,Harder
0,139.54923588631797,1,100.0,0,50.0,1,Easier
0,156.79907326721244,1,100.0,0,83.0,6,Easier
1,158.53775529330778,1,0.0,0,100.0,1,Harder
0,38.86328137301034,0,55.0,4,100.0,0,Easier
1,78.9581956690815,1,0.0,0,100.0,5,Harder
0,68.25527389772749,0,82.0,6,100.0,0,Easier
0,48.624875083611556,0,32.0,8,100.0,0,Easier
0,1.275235818897389,0,21.0,10,100.0,0,Easier
0,69.75107776496776,0,54.0,14,100.0,0,Easier
0,133.63746390573837,1,100.0,0,29.0,13,Easier
0,178.80000396409562,0,6.0,7,100.0,0,Easier
1,6.0522068200114765,1,0.0,0,100.0,11,Harder
0,1.0428754101099935,1,100.0,0,46.0,9,Easier
0,131.86442870566052,1,100.0,0,32.0,5,Easier
0,112.66184333760319,0,89.0,2,100.0,0,Easier
1,83.7715567014455,1,0.0,0,100.0,3,Harder
0,179.7970053266051,0,14.0,11,100.0,0,Easier
1,125.78794348448952,1,0.0,0,100.0,3,Harder
0,96.64292355920796,1,100.0,0,35.0,6,Easier
1,144.1486829654705,0,100.0,10,51.0,0,Easier
0,157.2396857986367,1,100.0,0,59.0,12,Easier
1,142.45008303815962,0,100.0,14,64.0,0,Easier
0,92.4574696669863,0,73.0,2,100.0,0,Easier
1,119.65950659987104,0,100.0,4,19.0,0,Harder
1,127.99005389166803,0,100.0,6,82.0,0,Easier
0,147.24042430480625,0,56.0,3,100.0,0,Easier
0,135.3362040886043,0,73.0,11,100.0,0,Easier
0,105.66516787466018,0,65.0,10,100.0,0,Easier
0,147.08261211983438,1,100.0,0,99.0,4,Easier
1,144.9627673373415,0,100.0,4,86.0,0,Same
0,15.881478668031694,1,100.0,0,59.0,9,Easier
1,31.12166305289713,1,0.0,0,100.0,2,Harder
1,126.60621155147257,1,0.0,0,100.0,13,Same
1,84.09373869660674,0,100.0,4,19.0,0,Harder
1,40.52484767832821,1,0.0,0,100.0,6,Harder
0,125.37812903194379,0,22.0,15,100.0,0,Easier
1,7.6354261241560595,0,100.0,6,98.0,0,Harder
1,85.16587837744002,1,0.0,0,100.0,8,Harder
1,87.99424684741078,1,0.0,0,100.0,9,Harder
0,46.96710711611947,1,100.0,0,42.0,13,Easier
1,67.32528848933376,0,100.0,10,49.0,0,Same
0,172.4099655449997,0,8.0,5,100.0,0,Easier
0,61.907220536206125,0,37.0,2,100.0,0,Easier
1,69.8256195400488,1,0.0,0,100.0,5,Harder
1,10.741574342631157,0,100.0,13,52.0,0,Harder
1,21.06678688923815,0,100.0,0,4.0,0,Harder
0,148.44982463116497,1,100.0,0,61.0,6,Easier
1,159.93764007152816,0,100.0,9,28.0,0,Harder
1,156.30294499302227,0,100.0,0,97.0,0,Same
1,20.150399886863795,0,100.0,11,7.0,0,Harder
0,115.25257028807047,0,48.0,14,100.0,0,Easier
1,76.43314825846997,0,100.0,0,1.0,0,Harder
1,81.17920715710228,0,100.0,0,48.0,0,Harder
0,65.47462243794875,1,100.0,0,16.0,5,Easier
0,63.88993152378555,1,100.0,0,24.0,15,Easier
0,6.823522980727718,0,17.0,1,100.0,0,Easier
0,75.40235707463243,1,100.0,0,61.0,9,Easier
1,91.89439313889653,1,0.0,0,100.0,10,Same
1,33.544361853688905,0,100.0,9,70.0,0,Harder
1,34.29928860985491,1,0.0,0,100.0,15,Harder
1,20.778137871803064,1,0.0,0,100.0,8,Harder
0,0.6731171958757165,0,31.0,4,100.0,0,Easier
1,128.9024814169865,1,0.0,0,100.0,5,Harder
0,52.41823889361788,0,44.0,8,100.0,0,Easier
0,104.34349948863051,0,19.0,10,100.0,0,Easier
1,85.21346817969305,1,0.0,0,100.0,3,Harder
1,114.15503482061717,1,0.0,0,100.0,11,Same
1,56.680011418594006,1,0.0,0,100.0,6,Harder
1,170.52589663271752,1,0.0,0,100.0,4,Harder
0,2.5865872445614535,1,100.0,0,40.0,1,Easier
0,170.1854613577438,1,100.0,0,68.0,15,Easier
0,74.51153216802437,0,43.0,0,100.0,0,Easier
1,95.9582505287122,1,0.0,0,100.0,14,Same
1,162.12675541297827,1,0.0,0,100.0,13,Same
0,67.11892753413181,1,100.0,0,64.0,11,Easier
0,142.84380610377644,0,88.0,7,100.0,0,Easier
0,139.94517643863222,1,100.0,0,11.0,13,Easier
1,129.87109552543146,1,0.0,0,100.0,10,Same
0,22.691555985779527,0,43.0,11,100.0,0,Easier
1,59.05267643602411,0,100.0,5,78.0,0,Harder
0,46.90332383637855,0,8.0,1,100.0,0,Easier
0,136.4999094000543,1,100.0,0,96.0,3,Easier
1,102.97393398188625,1,0.0,0,100.0,10,Same
1,172.93565487713593,1,0.0,0,100.0,6,Harder
0,20.304253550904914,0,8.0,9,100.0,0,Easier
1,99.11606841894127,1,0.0,0,100.0,13,Same
0,139.85125341337232,1,100.0,0,13.0,5,Easier
0,175.54698158292396,0,78.0,7,100.0,0,Easier
1,78.87800370559277,1,0.0,0,100.0,14,Harder
0,9.167147886088678,1,100.0,0,14.0,1,Easier
0,40.491279379366,1,100.0,0,40.0,1,Easier
1,89.09139495750716,0,100.0,6,97.0,0,Same
1,170.22919367532225,1,0.0,0,100.0,13,Same
0,56.1641289588449,0,73.0,0,100.0,0,Same
1,37.29708070153565,1,0.0,0,100.0,3,Harder
0,72.36634414999527,1,100.0,0,64.0,10,Easier
0,33.076995103031976,0,30.0,10,100.0,0,Easier
1,172.37996503766348,1,0.0,0,100.0,9,Harder
1,40.00598362291307,1,0.0,0,100.0,3,Harder
0,127.45373820473463,0,48.0,10,100.0,0,Easier
1,99.3070310567694,0,100.0,2,81.0,0,Same
0,13.198018332727209,0,50.0,5,100.0,0,Easier
0,18.387098625892786,0,46.0,10,100.0,0,Easier
1,104.23861140532443,0,100.0,11,19.0,0,Same
0,99.53614745107974,0,82.0,4,100.0,0,Easier
0,42.247138318563756,0,27.0,8,100.0,0,Easier
1,33.726584304201644,0,100.0,1,60.0,0,Harder
1,48.57627440797423,0,100.0,7,41.0,0,Harder
1,149.23047075950518,0,100.0,4,12.0,0,Harder
1,24.89819148491207,0,100.0,4,68.0,0,Harder
1,41.863981001503305,0,100.0,0,92.0,0,Harder
0,168.6033551684635,1,100.0,0,10.0,6,Easier
1,75.96761350056343,1,0.0,0,100.0,8,Harder
1,128.10329720087395,1,0.0,0,100.0,3,Harder
1,45.247424604703674,1,0.0,0,100.0,13,Harder
1,33.9672001137441,0,100.0,1,2.0,0,Harder
1,157.44307627255992,0,100.0,9,38.0,0,Harder
1,70.46961555622099,1,0.0,0,100.0,15,Harder
1,46.51779180110303,1,0.0,0,100.0,14,Harder
1,88.43050745818286,1,0.0,0,100.0,10,Harder
1,21.819848461795818,0,100.0,4,32.0,0,Harder
1,131.30828511289545,1,0.0,0,100.0,15,Same
1,28.553773241750434,1,0.0,0,100.0,1,Harder
0,169.55251041260692,1,100.0,0,17.0,13,Easier
1,101.67870336351658,1,0.0,0,100.0,15,Same
1,73.69128243918105,0,100.0,15,78.0,0,Easier
1,13.103123569807195,1,0.0,0,100.0,9,Harder
0,138.35610429823834,0,70.0,4,100.0,0,Easier
0,42.84969529734386,1,100.0,0,22.0,1,Easier
0,3.868801999878748,1,100.0,0,28.0,5,Easier
1,168.21532008944396,0,100.0,2,13.0,0,Harder
1,147.77031074751352,0,100.0,4,2.0,0,Harder
0,142.12825784476186,1,100.0,0,85.0,4,Easier
0,159.47632258098525,0,74.0,8,100.0,0,Easier
1,14.705668248214796,0,100.0,8,45.0,0,Harder
1,95.96565141537805,0,100.0,0,34.0,0,Harder
0,162.18217733189894,0,39.0,13,100.0,0,Easier
0,173.3007027221066,1,100.0,0,47.0,14,Easier
1,55.1941577979251,0,100.0,2,86.0,0,Harder
0,82.64307988911736,0,64.0,13,100.0,0,Easier
0,35.444991245727664,0,5.0,3,100.0,0,Easier
1,47.236092304945764,1,0.0,0,100.0,4,Harder
0,145.99611832289793,0,68.0,4,100.0,0,Easier
1,58.044674103826225,1,0.0,0,100.0,8,Harder
1,77.52516286573369,0,100.0,14,3.0,0,Harder
1,2.9461630675325923,1,0.0,0,100.0,7,Harder
0,50.92682401170782,1,100.0,0,70.0,9,Easier
0,19.331338934003046,0,56.0,5,100.0,0,Easier
0,90.38615387543045,1,100.0,0,96.0,14,Easier
0,68.8970367063604,1,100.0,0,38.0,10,Easier
1,128.78847239461868,0,100.0,8,55.0,0,Same
0,67.67568135427405,1,100.0,0,61.0,4,Easier
0,131.14746399210674,1,100.0,0,62.0,4,Easier
1,87.62699304307048,0,100.0,2,47.0,0,Harder
1,23.09846636053489,1,0.0,0,100.0,11,Harder
1,155.79829765838872,0,100.0,0,71.0,0,Same
1,154.03109517904855,1,0.0,0,100.0,2,Harder
0,90.82714155936041,0,6.0,12,100.0,0,Easier
1,64.55632410378692,1,0.0,0,100.0,5,Harder
1,100.04444291234162,1,0.0,0,100.0,10,Same
1,104.80434638303386,1,0.0,0,100.0,5,Harder
1,91.7676012488897,0,100.0,2,89.0,0,Same
1,53.68963613034199,1,0.0,0,100.0,2,Harder
1,154.05727271458653,1,0.0,0,100.0,13,Same
1,52.21886627053663,0,100.0,7,99.0,0,Harder
1,108.38510082085931,0,100.0,15,67.0,0,Easier
1,71.08323613187277,1,0.0,0,100.0,2,Harder
1,64.7896693521817,1,0.0,0,100.0,3,Harder
1,39.80522395423318,1,0.0,0,100.0,15,Harder
0,79.31126428086488,1,100.0,0,91.0,13,Easier
1,9.424619395114107,1,0.0,0,100.0,8,Harder
0,177.24553817814532,1,100.0,0,60.0,3,Easier
1,173.34551064834523,0,100.0,11,37.0,0,Same
1,173.77882493521787,1,0.0,0,100.0,14,Same
0,39.90390682377515,0,66.0,0,100.0,0,Same
0,169.71087504435377,1,100.0,0,99.0,5,Easier
0,127.15106309745252,1,100.0,0,65.0,11,Easier
0,46.336902100019806,1,100.0,0,48.0,5,Easier
1,48.07330266503554,0,100.0,5,25.0,0,Harder
1,99.80229424281438,0,100.0,3,18.0,0,Harder
0,71.93387988685366,0,45.0,7,100.0,0,Easier
1,139.43471741045693,1,0.0,0,100.0,14,Same
0,55.63872757372533,1,100.0,0,57.0,4,Easier
0,124.68889738663361,0,87.0,2,100.0,0,Easier
0,91.94355481603276,0,86.0,9,100.0,0,Easier
0,110.76172322844747,0,21.0,9,100.0,0,Easier
0,177.03159934243317,0,58.0,14,100.0,0,Easier
